longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-108.468,54.513,WATE,Waterhen Lake- Meadow Lake Provincial Park,PP,306.236.7680,,,,1573,NR,SK,2.2,W,Waterhen Lake
-105.981,54.456,WEYA,Weyakwin Lake Provincial Rec Site,PP,,,,,1966,NR,SK,7.5,W,Weyakwin
-103.853,49.656,WEYB,Weyburn River Park,CP,,,,40,1900,WE DP FT DW,SK,,,Weyburn
-102.895,51.494,WHIT,White Sand Regional Park,CP,306.647.2191,early may-mid sep,,40,1600,WES DP FT DW SH,SK,,,Theodore
-105.09,54.021,WHIT,Whiteswan Lake Provincial Rec Site,PP,,,,,2109,NR,SK,,,
-108.699,52.405,WILK,Wilkie Regional Park,CP,306.843.2342,early may-late aug,,40,2200,E DP FT DW SH,SK,,,Wilkie
-106.376,49.318,WOOD,Wood Mountain Regional Park,CP,306.266.4249,mid may-mid sep,,120,,WES DP FT DW SH,SK,,,OldPost
-102.98,49.118,WOOD,Woodlawn Regional Park,CP,306.634.2324,early may-late sep,,100,1800,WES DP FT DW SH,SK,,,Estevan
-104.203,51.745,WYNA,Wynard Regional Park,CP,306.554.3661,mid may-mid oct,,20,1900,E DP FT DW SH,SK,,,Wynyard
-102.485,51.165,YORK,York Lake Regional Park,CP,306.782.7080,early may-late sep,,30,1700,E DP 30ft FT DW SH,SK,,,Orkney
-102.484,51.223,YORK,Yorkton City Campground,CP,,mid apr-late sep,,60,,WE DP 60ft FT DW SH,SK,,,Yorkton
-136.994,61.197,AISH,Aishihik Lake Government Campground,PP,867.667.5648,,5 pull thru sites- boil water,16,,NH ND PT NS NR,YT,35.1,NE,Haines Junction
-129.08,60.028,BABY,Baby Nugget RV Park,,867.536.2307,,Privately owned - location not verified - call ahead,,2412,DP,YT,13,W,Watson Lake
-129.706,60.159,BIGC,Big Creek Govt Camp,PP,867.667.5648,,7 pull thru sites- boil water,15,2570,NH ND PT NS NR,YT,,,
-139.403,64.041,BONA,Bonanza Gold/Goggieville,,888.993.6789,,Privately owned - location not verified - call ahead,,,DP,YT,1.6,SE,Dawson City
-138.997,61.357,BURW,Burwash Landing Resort & RV Park,,867.841.4441,,Privately owned,,,DP,YT,0.2,NW,Burwash Landing
-128.655,60.051,CAMP,Campground Services Ltd,,867.536.7448,,Privately owned - location not verified - call ahead,,2270,DP,YT,2.1,SE,Watson Lake
-136.284,62.086,CARM,Carmacks Hotel & RV Park,,867.863.5221,,Privately owned - location not verified - call ahead,,,DP,YT,0.2,SE,Carmacks
-136.271,62.108,COAL,Coal Mine Campground,,867.863.6363,,Privately owned - location not verified - call ahead,,,DP,YT,1.5,N,Carnacks
-138.554,61.152,CONG,Congdon Creek Govt Camp,PP,867.667.5648,,26 pull thru sites- boil water,81,,NH ND PT NS NR,YT,10.8,SE,Destruction Bay
-130.913,60.08,CONT,Continental Divide Lodge,,867.851.6451,,Privately owned - location not verified - call ahead,,3226,,YT,,,
-138.534,61.089,COTT,Cottonwood RV Park,,867.841.4066,,Privately owned,,,DP,YT,14.4,SE,Destruction Bay
-139.407,64.042,DAWS,Dawson City RV Park,,867.993.5142,,Privately owned - location not verified - call ahead,,,DP,YT,1.5,SE,Dawson City
-132.562,60.111,DAWS,Dawson Peaks Resort & RV Park,,866.402.2244,,Privately owned - location not verified - call ahead,,2379,DP,YT,10.4,SE,Teslin
-138.808,61.253,DEST,Destruction Bay Lodge & RV Park,,867.841.5332,,Privately owned - location not verified - call ahead,,,DP,YT,0.2,W,Destruction Bay
-137.044,60.398,DEZA,Dezadeash Lake Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,20,,NH ND PT NS NR,YT,29.3,SE,Haines Junction
-128.706,60.063,DOWN,Downtown RV Park,,867.536.2646,,Privately owned - location not verified - call ahead,,2286,DP,YT,0.2,E,Watson Lake
-134.381,62.199,DRUR,Drury Lake Govt Camp,PP,867.667.5648,,5 pull thru sites - boil water,10,,NH ND PT NS NR,YT,33.2,W,Faro
-138.271,65.353,ENGI,Engineer Creek Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,15,,NH ND PT NS NR,YT,,,
-136.15,63.22,ETHE,Ethel Lake Govt Camp,PP,867.667.5648,,0 pull thru sites-24 km (14.9 mi) on Ethel Lake Rd- boil water,12,,NH ND PT NS NR,YT,,,
-135.53,63.39,FIVE,Five Mile Lake Govt Camp,PP,867.667.5648,,3 pull thru sites- boil water,20,,NH ND PT NS NR,YT,,,
-135.461,61.245,FOXL,Fox Lake Govt Camp,PP,867.667.5648,,43 pull thru sites - boil water,248,,NH ND PT NS NR,YT,38.7,N,Whitehorse
-129.645,61.403,FRAN,Frances Lake Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,24,,NH ND PT NS NR,YT,,,
-135.42,62.07,FREN,Frenchman Lake Govt Camp,PP,867.667.5648,,4 pull thru sites-8 km (4.8 mi) on Frenchman Road - boil water,10,,NH ND PT NS NR,YT,,,
-139.427,64.063,GOLD,Gold Rush RV Park,,867.993.5147,,Privately owned,,,DP,YT,0.3,NE,Dawson City
-133.307,60.482,JOHN,Johnson Crossing Campground,,867.390.2607,,Privately owned - location not verified - call ahead,,,,YT,25.8,NW,Teslin
-133.397,62.209,JOHN,Johnson Lake Govt Camp,PP,867.667.5648,,6 pull thru sites-3.5 km (2.2 mi) on Faro Rd.- boil water,15,,NH ND PT NS NR,YT,2,SW,Faro
-137.209,60.577,KATH,Kathleen Lake - Kluane National Park,CNP,867.634.7207,,boil water,39,,NH ND PT NS NR,YT,,,
-139.113,64.051,KLON,Klondike River Govt Camp,PP,867.667.5648,,2 pull thru sites- boil water,38,,NH ND PT NS NR,YT,,,
-138.747,63.989,KLOK,Klondike River Lodge RV Park,,867.993.6892,,Privately owned - location not verified - call ahead,,,DP,YT,,,Dempster Corner
-137.522,60.752,KLUA,Kluane RV Kampground,,837.634.2709,,Privately owned - location not verified - call ahead,,,DP,YT,0.4,SW,Haines Junction
-136.146,60.585,KUSA,Kusawa Lake Govt Camp,PP,867.667.5648,,8 pull thru sites-23 km (14 mi) on Kusawa Road- boil water,56,,NH ND PT NS NR,YT,47.7,E,Haines Junction
-140.152,61.854,LAKE,Lake Creek Govt Camp,PP,867.667.5648,,13 pull thru sites- boil water,27,,NH ND PT NS NR,YT,,,
-135.207,61.079,LAKE,Lake Laberge Govt Camp,PP,867.667.5648,,16 pull thru sites- boil water,225,,NH ND PT NS NR,YT,25.2,N,Whitehorse
-132.607,61.987,LAPI,Lapie Canyon Govt Camp,PP,867.667.5648,,5 pull thru sites - boil water,18,,NH ND PT NS NR,YT,5.2,W,Ross River
-134.988,62.188,LITT,Little Salmon Lake Govt Camp,PP,867.667.5648,,7 pull thru sites - boil water,15,,NH ND PT NS NR,YT,,,
-134.444,60.558,MARS,Marsh Lake Govt Camp,PP,867.667.5648,,9 pull thru sites- boil water,43,,NH ND PT NS NR,YT,23.6,SE,Whitehorse
-136.945,60.108,MILL,Million Dollar Falls Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,33,2388,NH ND PT NS NR,YT,48.7,SE,Haines Junction
-137.03,63.509,MOOS,Moose Creek Govt Camp,PP,867.667.5648,,4 pull thru sites- boil water,36,,NH ND PT NS NR,YT,35.4,W,Mayo
-128.16,61.16,NAHA,Nahanni Range Govt Camp,PP,867.667.5648,,3 pull thru sites - boil water,10,,NH ND PT NS NR,YT,,,
-135.48,62.1,NUNA,Nunatuk Govt Camp,PP,867.667.5648,,2 pull thru sites-15 km (9.3 mi) on Frenchman Road - boil water,10,,NH ND PT NS NR,YT,,,
-137.49,60.801,PINE,Pine Lake Govt Camp,PP,867.667.5648,,6 pull thru sites- boil water,42,,NH ND PT NS NR,YT,3.3,N,Haines Junction
-133.05,61.09,QUIN,Quiet Lake North Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,10,,NH ND PT NS NR,YT,,,
-133.025,60.991,QUIS,Quiet Lake South Govt Camp,PP,867.667.5648,,3 pull thru sites - boil water,20,,NH ND PT NS NR,YT,,,
-130.603,60.087,RANC,Rancheria RV Park,,867.536.6456,,Privately owned,,2951,,YT,,,
-136.354,66.914,ROCK,Rock River Govt Camp,PP,867.667.5648,,3 pull thru sites- boil water,20,,NH ND PT NS NR,YT,,,
-129.231,60.678,SIMP,Simpson Lake Govt Camp,PP,867.667.5648,,10 pull thru sites - boil water,81,,NH ND PT NS NR,YT,,,
-133.809,60.134,SNAF,Snafu Lake Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,10,2552,NH ND PT NS NR,YT,,,
-140.684,62.24,SNAG,Snag Junction Govt Camp,PP,867.667.5648,,3 pull thru sites- boil water,15,,NH ND PT NS NR,YT,11.7,SE,Beaver Creek
-133.602,60.446,SQUA,Squanga Lake Govt Camp,PP,867.667.5648,,4 pull thru sites- boil water,16,,NH ND PT NS NR,YT,,,
-128.718,60.063,TAGS,Tags RV Park,,867.536.2051,,Privately owned - location not verified - call ahead,,2303,,YT,0.2,W,Watson Lake
-136.106,60.653,TAKH,Takhini River Govt Camp,PP,867.667.5648,,0 pull thru sites-15 (9.3 mi) km on Kusawa Road- boil water,13,,NH ND PT NS NR,YT,48.1,E,Haines Junction
-133.81,60.076,TARF,Tarfu Lake Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,10,2489,NH ND PT NS NR,YT,,,
-136.306,62.283,TATC,Tatchun Creek Govt Camp,PP,867.667.5648,,4 pull thru sites- boil water,12,,NH ND PT NS NR,YT,,,
-136.09,62.17,TATL,Tatchun Lake Govt Camp,PP,867.667.5648,,0 pull thru sites- boil water,20,,NH ND PT NS NR,YT,,,
-132.911,60.232,TESL,Teslin Lake Govt Camp,PP,867.667.5648,,6 pull thru sites- boil water,27,2283,NH ND PT NS NR,YT,,,
-138.221,64.506,TOMB,Tombstone Mountain Govt Camp,PP,867.667.5648,,0 pull thru sites - boil water,36,,NH ND PT NS NR,YT,,,
-135.937,61.703,TWIN,Twin Lakes Govt Camp,PP,867.667.5648,,18 pull thru sites- boil water,308,,NH ND PT NS NR,YT,,,
-128.816,60.091,WATS,Watson Lake Govt Camp,PP,867.667.5648,,12 pull thru sites- boil water,55,2282,NH ND PT NS NR,YT,,,
-140.876,62.382,WEST,Westmark RV Park,,867.862.7501,,Privately owned - location not verified - call ahead,,,DP,YT,0.1,S,Beaver Creek
-136.678,63.37,WHIS,Whispering Willows RV Park,,867.996.2130,,Privately owned - location not verified - call ahead,,,,YT,0.3,S,Stewarts Crossing
-134.941,60.608,WOLF,Wolf Creek Govt Camp,PP,867.667.5648,,12 pull thru sites- boil water,41,,NH ND PT NS NR,YT,8.8,SE,Whitehorse
-132.709,60.168,YUKO,Yukon Motel & RV Park,,867.390.2575,,Privately owned - location not verified - call ahead,,2279,DP,YT,4.2,SE,Teslin
-139.438,64.075,YUKO,Yukon River Govt Camp,PP,867.667.5648,,18 pull thru sites- boil water,98,,NH ND PT NS NR,YT,1.1,N,Dawson
